BAS_DD,PROD_NM,RGHT_TP_NM,ISU_CD,ISU_NM,TDD_CLSPRC,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,EXPIRATION_DATE,FUNDAMENTAL_CLSPRC
20241101,코스피200 옵션,CALL,201W1457,코스피200 C 202501 457.5,-,-,-,-,-,24.55,0.02,0,0,6,202501,337.49
20241101,코스피200 옵션,CALL,201W1460,코스피200 C 202501 460.0,-,-,-,-,-,24.80,0.02,0,0,55,202501,337.49
20241101,코스피200 옵션,CALL,201W1462,코스피200 C 202501 462.5,-,-,-,-,-,25.05,0.02,0,0,5,202501,337.49
20241101,코스피200 옵션,CALL,201W1465,코스피200 C 202501 465.0,-,-,-,-,-,25.30,0.01,0,0,4,202501,337.49
20241101,코스피200 옵션,CALL,201W1467,코스피200 C 202501 467.5,-,-,-,-,-,25.55,0.01,0,0,4,202501,337.49
20241101,코스피200 옵션,CALL,201W1470,코스피200 C 202501 470.0,0.02,0.00,0.02,0.02,0.02,25.80,0.02,1,5000,26,202501,337.49
20241101,코스피200 옵션,CALL,201W1472,코스피200 C 202501 472.5,-,-,-,-,-,26.25,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1475,코스피200 C 202501 475.0,-,-,-,-,-,26.70,0.01,0,0,12,202501,337.49
20241101,코스피200 옵션,CALL,201W1477,코스피200 C 202501 477.5,-,-,-,-,-,27.15,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1480,코스피200 C 202501 480.0,0.02,0.01,0.02,0.02,0.02,27.60,0.02,1,5000,14,202501,337.49
20241101,코스피200 옵션,CALL,201W1482,코스피200 C 202501 482.5,-,-,-,-,-,27.72,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1485,코스피200 C 202501 485.0,-,-,-,-,-,27.85,0.01,0,0,16,202501,337.49
20241101,코스피200 옵션,CALL,201W1487,코스피200 C 202501 487.5,-,-,-,-,-,27.97,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1490,코스피200 C 202501 490.0,-,-,-,-,-,28.10,0.01,0,0,15,202501,337.49
20241101,코스피200 옵션,CALL,201W1492,코스피200 C 202501 492.5,-,-,-,-,-,28.22,0.01,0,0,3,202501,337.49
20241101,코스피200 옵션,CALL,201W1495,코스피200 C 202501 495.0,-,-,-,-,-,28.35,0.01,0,0,12,202501,337.49
20241101,코스피200 옵션,CALL,201W1497,코스피200 C 202501 497.5,-,-,-,-,-,28.47,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1500,코스피200 C 202501 500.0,0.01,0.00,0.01,0.01,0.01,28.60,0.01,1,2500,16,202501,337.49
20241101,코스피200 옵션,CALL,201W1502,코스피200 C 202501 502.5,-,-,-,-,-,28.90,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1505,코스피200 C 202501 505.0,-,-,-,-,-,29.20,0.01,0,0,267,202501,337.49
20241101,코스피200 옵션,CALL,201W1507,코스피200 C 202501 507.5,-,-,-,-,-,29.50,0.01,0,0,0,202501,337.49
20241101,코스피200 옵션,CALL,201W1510,코스피200 C 202501 510.0,0.01,0.00,0.01,0.01,0.01,29.80,0.01,1,2500,13,202501,337.49
20241101,코스피200 옵션,CALL,201W1512,코스피200 C 202501 512.5,-,-,-,-,-,30.10,0.01,0,0,6,202501,337.49
20241101,코스피200 옵션,CALL,201W1515,코스피200 C 202501 515.0,-,-,-,-,-,30.40,0.01,0,0,132,202501,337.49
20241101,코스피200 옵션,CALL,201W1517,코스피200 C 202501 517.5,0.01,0.00,0.01,0.01,0.01,30.70,0.01,4,10000,15,202501,337.49
20241101,코스피200 옵션,CALL,201W1520,코스피200 C 202501 520.0,0.01,0.00,0.01,0.01,0.01,31.10,0.01,13,32500,663,202501,337.49
20241101,코스피200 옵션,CALL,201W2215,코스피200 C 202502 215.0,-,-,-,-,-,19.30,122.25,0,0,1,202502,337.49
20241101,코스피200 옵션,CALL,201W2220,코스피200 C 202502 220.0,-,-,-,-,-,19.30,117.30,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2225,코스피200 C 202502 225.0,-,-,-,-,-,19.30,112.35,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2230,코스피200 C 202502 230.0,-,-,-,-,-,19.30,107.40,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2235,코스피200 C 202502 235.0,-,-,-,-,-,19.30,102.40,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2240,코스피200 C 202502 240.0,-,-,-,-,-,19.30,97.45,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2245,코스피200 C 202502 245.0,-,-,-,-,-,19.30,92.50,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2250,코스피200 C 202502 250.0,-,-,-,-,-,19.30,87.60,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2255,코스피200 C 202502 255.0,-,-,-,-,-,19.30,82.65,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2260,코스피200 C 202502 260.0,-,-,-,-,-,19.30,77.70,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2265,코스피200 C 202502 265.0,-,-,-,-,-,19.30,72.80,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2270,코스피200 C 202502 270.0,-,-,-,-,-,19.30,67.90,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2275,코스피200 C 202502 275.0,-,-,-,-,-,19.30,63.05,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2280,코스피200 C 202502 280.0,-,-,-,-,-,19.30,58.25,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2285,코스피200 C 202502 285.0,-,-,-,-,-,19.30,53.45,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2290,코스피200 C 202502 290.0,-,-,-,-,-,19.30,48.85,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2295,코스피200 C 202502 295.0,-,-,-,-,-,19.30,44.30,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2300,코스피200 C 202502 300.0,-,-,-,-,-,19.30,39.95,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2305,코스피200 C 202502 305.0,-,-,-,-,-,19.30,35.70,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2310,코스피200 C 202502 310.0,-,-,-,-,-,19.30,31.65,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2315,코스피200 C 202502 315.0,-,-,-,-,-,19.30,27.90,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2320,코스피200 C 202502 320.0,-,-,-,-,-,19.30,24.30,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2325,코스피200 C 202502 325.0,-,-,-,-,-,19.30,21.10,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2330,코스피200 C 202502 330.0,-,-,-,-,-,19.30,18.00,0,0,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2335,코스피200 C 202502 335.0,-,-,-,-,-,19.30,15.40,0,0,1,202502,337.49
20241101,코스피200 옵션,CALL,201W2340,코스피200 C 202502 340.0,13.10,-0.15,13.05,13.10,13.05,19.30,13.10,3,9812500,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2345,코스피200 C 202502 345.0,10.85,-0.15,10.85,10.85,10.85,17.90,10.85,3,8137500,3,202502,337.49
20241101,코스피200 옵션,CALL,201W2350,코스피200 C 202502 350.0,-,-,-,-,-,17.83,7.87,0,0,4,202502,337.49
20241101,코스피200 옵션,CALL,201W2355,코스피200 C 202502 355.0,-,-,-,-,-,17.76,6.32,0,0,3,202502,337.49
20241101,코스피200 옵션,CALL,201W2360,코스피200 C 202502 360.0,-,-,-,-,-,17.70,4.93,0,0,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2365,코스피200 C 202502 365.0,-,-,-,-,-,17.63,3.84,0,0,2,202502,337.49
20241101,코스피200 옵션,CALL,201W2370,코스피200 C 202502 370.0,-,-,-,-,-,17.56,2.91,0,0,3,202502,337.49
20241101,코스피200 옵션,CALL,201W2375,코스피200 C 202502 375.0,-,-,-,-,-,17.50,2.19,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2380,코스피200 C 202502 380.0,-,-,-,-,-,17.43,1.62,0,0,1,202502,337.49
20241101,코스피200 옵션,CALL,201W2385,코스피200 C 202502 385.0,-,-,-,-,-,17.36,1.18,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2390,코스피200 C 202502 390.0,0.92,-0.14,1.07,1.10,0.92,17.30,0.92,8,2102500,9,202502,337.49
20241101,코스피200 옵션,CALL,201W2395,코스피200 C 202502 395.0,0.70,-0.09,0.83,0.84,0.70,17.40,0.70,9,1820000,22,202502,337.49
20241101,코스피200 옵션,CALL,201W2400,코스피200 C 202502 400.0,0.53,-0.15,0.63,0.64,0.53,17.80,0.53,8,1222500,32,202502,337.49
20241101,코스피200 옵션,CALL,201W2405,코스피200 C 202502 405.0,0.40,-0.08,0.47,0.48,0.40,17.80,0.40,9,992500,30,202502,337.49
20241101,코스피200 옵션,CALL,201W2410,코스피200 C 202502 410.0,0.31,-0.09,0.34,0.34,0.31,18.10,0.31,3,240000,153,202502,337.49
20241101,코스피200 옵션,CALL,201W2415,코스피200 C 202502 415.0,0.25,-0.07,0.26,0.26,0.25,18.50,0.25,4,252500,46,202502,337.49
20241101,코스피200 옵션,CALL,201W2420,코스피200 C 202502 420.0,0.22,-0.04,0.22,0.22,0.22,18.90,0.22,16,880000,105,202502,337.49
20241101,코스피200 옵션,CALL,201W2425,코스피200 C 202502 425.0,-,-,-,-,-,19.15,0.15,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2430,코스피200 C 202502 430.0,0.14,-0.01,0.14,0.14,0.14,19.40,0.14,3,105000,19,202502,337.49
20241101,코스피200 옵션,CALL,201W2435,코스피200 C 202502 435.0,-,-,-,-,-,19.75,0.10,0,0,7,202502,337.49
20241101,코스피200 옵션,CALL,201W2440,코스피200 C 202502 440.0,0.10,0.01,0.10,0.10,0.10,20.10,0.10,3,75000,35,202502,337.49
20241101,코스피200 옵션,CALL,201W2445,코스피200 C 202502 445.0,-,-,-,-,-,20.45,0.07,0,0,8,202502,337.49
20241101,코스피200 옵션,CALL,201W2450,코스피200 C 202502 450.0,0.08,0.02,0.08,0.08,0.08,20.80,0.08,1,20000,18,202502,337.49
20241101,코스피200 옵션,CALL,201W2455,코스피200 C 202502 455.0,-,-,-,-,-,21.23,0.05,0,0,16,202502,337.49
20241101,코스피200 옵션,CALL,201W2460,코스피200 C 202502 460.0,-,-,-,-,-,21.66,0.04,0,0,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2465,코스피200 C 202502 465.0,0.05,0.02,0.05,0.05,0.05,22.10,0.05,2,25000,2,202502,337.49
20241101,코스피200 옵션,CALL,201W2470,코스피200 C 202502 470.0,-,-,-,-,-,22.60,0.04,0,0,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2475,코스피200 C 202502 475.0,-,-,-,-,-,23.10,0.04,0,0,11,202502,337.49
20241101,코스피200 옵션,CALL,201W2480,코스피200 C 202502 480.0,-,-,-,-,-,23.60,0.03,0,0,0,202502,337.49
20241101,코스피200 옵션,CALL,201W2485,코스피200 C 202502 485.0,-,-,-,-,-,24.10,0.03,0,0,5,202502,337.49
20241101,코스피200 옵션,CALL,201W2490,코스피200 C 202502 490.0,0.04,0.00,0.04,0.04,0.04,24.60,0.04,2,20000,67,202502,337.49
20241101,코스피200 옵션,CALL,201W3210,코스피200 C 202503 210.0,-,-,-,-,-,18.80,126.75,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3215,코스피200 C 202503 215.0,-,-,-,-,-,18.80,121.80,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3220,코스피200 C 202503 220.0,-,-,-,-,-,18.80,116.85,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3225,코스피200 C 202503 225.0,-,-,-,-,-,18.80,111.90,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3230,코스피200 C 202503 230.0,-,-,-,-,-,18.80,106.95,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3235,코스피200 C 202503 235.0,-,-,-,-,-,18.80,102.05,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3240,코스피200 C 202503 240.0,-,-,-,-,-,18.80,97.10,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3245,코스피200 C 202503 245.0,-,-,-,-,-,18.80,92.15,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3250,코스피200 C 202503 250.0,-,-,-,-,-,18.80,87.25,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3255,코스피200 C 202503 255.0,-,-,-,-,-,18.80,82.30,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3260,코스피200 C 202503 260.0,-,-,-,-,-,18.80,77.45,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3265,코스피200 C 202503 265.0,-,-,-,-,-,18.80,72.55,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3270,코스피200 C 202503 270.0,-,-,-,-,-,18.80,67.70,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3275,코스피200 C 202503 275.0,-,-,-,-,-,18.80,62.95,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3280,코스피200 C 202503 280.0,-,-,-,-,-,18.80,58.20,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3285,코스피200 C 202503 285.0,-,-,-,-,-,18.80,53.60,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3290,코스피200 C 202503 290.0,-,-,-,-,-,18.80,49.00,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3295,코스피200 C 202503 295.0,-,-,-,-,-,18.80,44.65,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3300,코스피200 C 202503 300.0,-,-,-,-,-,18.80,40.35,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3305,코스피200 C 202503 305.0,-,-,-,-,-,18.80,36.30,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3310,코스피200 C 202503 310.0,-,-,-,-,-,18.80,32.40,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3315,코스피200 C 202503 315.0,-,-,-,-,-,18.80,28.80,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3320,코스피200 C 202503 320.0,-,-,-,-,-,18.80,25.30,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3325,코스피200 C 202503 325.0,-,-,-,-,-,18.80,22.25,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3330,코스피200 C 202503 330.0,-,-,-,-,-,18.80,19.20,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3335,코스피200 C 202503 335.0,-,-,-,-,-,18.80,16.60,0,0,0,202503,337.49
20241101,코스피200 옵션,CALL,201W3340,코스피200 C 202503 340.0,14.95,1.50,14.95,14.95,14.95,18.80,14.95,5,18687500,504,202503,337.49
20241101,코스피200 옵션,CALL,201W3345,코스피200 C 202503 345.0,12.25,0.95,12.25,12.25,12.25,18.50,12.25,5,15312500,6,202503,337.49
20241101,코스피200 옵션,CALL,201W3350,코스피200 C 202503 350.0,10.25,0.55,10.20,10.25,10.20,17.80,10.25,5,12787500,3000,202503,337.49
20241101,코스피200 옵션,CALL,201W3355,코스피200 C 202503 355.0,8.68,0.15,8.40,8.70,8.40,17.90,8.68,7,14870000,1107,202503,337.49
20241101,코스피200 옵션,CALL,201W3360,코스피200 C 202503 360.0,6.35,-0.31,6.35,6.35,6.35,17.40,6.35,4,6350000,1816,202503,337.49
20241101,코스피200 옵션,CALL,201W3365,코스피200 C 202503 365.0,5.20,-0.17,5.20,5.20,5.20,17.30,5.20,4,5200000,207,202503,337.49
20241101,코스피200 옵션,CALL,201W3370,코스피200 C 202503 370.0,-,-,-,-,-,17.32,3.81,0,0,2125,202503,337.49
20241101,코스피200 옵션,CALL,201W3375,코스피200 C 202503 375.0,-,-,-,-,-,17.35,3.09,0,0,1108,202503,337.49
20241101,코스피200 옵션,CALL,201W3380,코스피200 C 202503 380.0,-,-,-,-,-,17.37,2.40,0,0,1610,202503,337.49
20241101,코스피200 옵션,CALL,201W3385,코스피200 C 202503 385.0,2.18,0.04,2.20,2.20,2.18,17.40,2.18,4,2187500,803,202503,337.49
20241101,코스피200 옵션,CALL,201W3390,코스피200 C 202503 390.0,1.44,-0.30,1.62,1.62,1.44,17.10,1.44,2,765000,1140,202503,337.49
20241101,코스피200 옵션,CALL,201W3395,코스피200 C 202503 395.0,-,-,-,-,-,17.20,1.04,0,0,402,202503,337.49
20241101,코스피200 옵션,CALL,201W3400,코스피200 C 202503 400.0,0.88,-0.17,1.06,1.06,0.88,17.30,0.88,11,2795000,348,202503,337.49
20241101,코스피200 옵션,CALL,201W3405,코스피200 C 202503 405.0,-,-,-,-,-,17.55,0.64,0,0,940,202503,337.49
20241101,코스피200 옵션,CALL,201W3410,코스피200 C 202503 410.0,0.61,-0.01,0.61,0.61,0.61,17.80,0.61,4,610000,31,202503,337.49
20241101,코스피200 옵션,CALL,201W3415,코스피200 C 202503 415.0,-,-,-,-,-,18.00,0.43,0,0,2,202503,337.49
20241101,코스피200 옵션,CALL,201W3420,코스피200 C 202503 420.0,0.40,-0.01,0.40,0.40,0.39,18.20,0.40,11,1092500,773,202503,337.49
20241101,코스피200 옵션,CALL,201W3425,코스피200 C 202503 425.0,-,-,-,-,-,18.46,0.27,0,0,1,202503,337.49
20241101,코스피200 옵션,CALL,201W3430,코스피200 C 202503 430.0,-,-,-,-,-,18.73,0.23,0,0,112,202503,337.49
20241101,코스피200 옵션,CALL,201W3435,코스피200 C 202503 435.0,0.23,0.02,0.23,0.24,0.23,19.00,0.23,6,350000,24,202503,337.49
20241101,코스피200 옵션,CALL,201W3440,코스피200 C 202503 440.0,-,-,-,-,-,19.36,0.16,0,0,73,202503,337.49
20241101,코스피200 옵션,CALL,201W3445,코스피200 C 202503 445.0,-,-,-,-,-,19.73,0.13,0,0,24,202503,337.49
20241101,코스피200 옵션,CALL,201W3450,코스피200 C 202503 450.0,0.14,-0.01,0.14,0.14,0.14,20.10,0.14,36,1260000,66,202503,337.49
20241101,코스피200 옵션,CALL,201W3455,코스피200 C 202503 455.0,0.10,-0.02,0.10,0.10,0.10,19.90,0.10,3,75000,5,202503,337.49
20241101,코스피200 옵션,CALL,201W3460,코스피200 C 202503 460.0,-,-,-,-,-,20.18,0.07,0,0,23,202503,337.49
20241101,코스피200 옵션,CALL,201W3465,코스피200 C 202503 465.0,-,-,-,-,-,20.46,0.06,0,0,3,202503,337.49
20241101,코스피200 옵션,CALL,201W3470,코스피200 C 202503 470.0,-,-,-,-,-,20.74,0.05,0,0,125,202503,337.49
20241101,코스피200 옵션,CALL,201W3475,코스피200 C 202503 475.0,-,-,-,-,-,21.02,0.05,0,0,6,202503,337.49
20241101,코스피200 옵션,CALL,201W3480,코스피200 C 202503 480.0,0.05,0.00,0.05,0.05,0.05,21.30,0.05,2,25000,40,202503,337.49
20241101,코스피200 옵션,CALL,201W3485,코스피200 C 202503 485.0,0.05,0.01,0.05,0.05,0.05,21.90,0.05,1,12500,19,202503,337.49
20241101,코스피200 옵션,CALL,201W3490,코스피200 C 202503 490.0,0.04,0.00,0.04,0.04,0.04,21.80,0.04,2,20000,112,202503,337.49
20241101,코스피200 옵션,CALL,201W3495,코스피200 C 202503 495.0,0.04,0.01,0.04,0.04,0.04,22.40,0.04,1,10000,231,202503,337.49
20241101,코스피200 옵션,CALL,201W3500,코스피200 C 202503 500.0,-,-,-,-,-,22.86,0.03,0,0,252,202503,337.49
20241101,코스피200 옵션,CALL,201W3505,코스피200 C 202503 505.0,-,-,-,-,-,23.32,0.03,0,0,91,202503,337.49
20241101,코스피200 옵션,CALL,201W3510,코스피200 C 202503 510.0,-,-,-,-,-,23.78,0.03,0,0,20,202503,337.49
20241101,코스피200 옵션,CALL,201W3515,코스피200 C 202503 515.0,-,-,-,-,-,24.24,0.03,0,0,45,202503,337.49
20241101,코스피200 옵션,CALL,201W3520,코스피200 C 202503 520.0,0.03,0.00,0.03,0.03,0.03,24.70,0.03,8,60000,408,202503,337.49
20241101,코스피200 옵션,CALL,201W4220,코스피200 C 202504 220.0,-,-,-,-,-,17.80,115.35,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4225,코스피200 C 202504 225.0,-,-,-,-,-,17.80,110.40,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4230,코스피200 C 202504 230.0,-,-,-,-,-,17.80,105.50,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4235,코스피200 C 202504 235.0,-,-,-,-,-,17.80,100.55,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4240,코스피200 C 202504 240.0,-,-,-,-,-,17.80,95.65,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4245,코스피200 C 202504 245.0,-,-,-,-,-,17.80,90.75,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4250,코스피200 C 202504 250.0,-,-,-,-,-,17.80,85.80,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4255,코스피200 C 202504 255.0,-,-,-,-,-,17.80,80.95,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4260,코스피200 C 202504 260.0,-,-,-,-,-,17.80,76.05,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4265,코스피200 C 202504 265.0,-,-,-,-,-,17.80,71.25,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4270,코스피200 C 202504 270.0,-,-,-,-,-,17.80,66.45,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4275,코스피200 C 202504 275.0,-,-,-,-,-,17.80,61.70,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4280,코스피200 C 202504 280.0,-,-,-,-,-,17.80,57.05,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4285,코스피200 C 202504 285.0,-,-,-,-,-,17.80,52.45,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4290,코스피200 C 202504 290.0,-,-,-,-,-,17.80,48.05,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4295,코스피200 C 202504 295.0,-,-,-,-,-,17.80,43.70,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4300,코스피200 C 202504 300.0,-,-,-,-,-,17.80,39.60,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4305,코스피200 C 202504 305.0,-,-,-,-,-,17.80,35.55,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4310,코스피200 C 202504 310.0,-,-,-,-,-,17.80,31.90,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4315,코스피200 C 202504 315.0,-,-,-,-,-,17.80,28.25,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4320,코스피200 C 202504 320.0,-,-,-,-,-,17.80,25.00,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4325,코스피200 C 202504 325.0,-,-,-,-,-,17.80,21.90,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4330,코스피200 C 202504 330.0,-,-,-,-,-,17.80,19.20,0,0,5,202504,337.49
20241101,코스피200 옵션,CALL,201W4335,코스피200 C 202504 335.0,-,-,-,-,-,17.80,16.50,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4340,코스피200 C 202504 340.0,-,-,-,-,-,17.80,14.15,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4345,코스피200 C 202504 345.0,-,-,-,-,-,17.80,12.15,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4350,코스피200 C 202504 350.0,-,-,-,-,-,17.80,10.15,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4355,코스피200 C 202504 355.0,9.52,0.63,9.28,9.52,9.27,17.80,9.52,12,28070000,13,202504,337.49
20241101,코스피200 옵션,CALL,201W4360,코스피200 C 202504 360.0,7.72,0.17,7.72,7.72,7.72,17.70,7.72,4,7720000,19,202504,337.49
20241101,코스피200 옵션,CALL,201W4365,코스피200 C 202504 365.0,-,-,-,-,-,17.56,5.86,0,0,26,202504,337.49
20241101,코스피200 옵션,CALL,201W4370,코스피200 C 202504 370.0,-,-,-,-,-,17.43,4.71,0,0,6,202504,337.49
20241101,코스피200 옵션,CALL,201W4375,코스피200 C 202504 375.0,4.15,0.07,4.15,4.15,4.15,17.30,4.15,1,1037500,7,202504,337.49
20241101,코스피200 옵션,CALL,201W4380,코스피200 C 202504 380.0,-,-,-,-,-,17.30,3.05,0,0,10,202504,337.49
20241101,코스피200 옵션,CALL,201W4385,코스피200 C 202504 385.0,-,-,-,-,-,17.30,2.35,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4390,코스피200 C 202504 390.0,-,-,-,-,-,17.30,1.92,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4395,코스피200 C 202504 395.0,-,-,-,-,-,17.30,1.50,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4400,코스피200 C 202504 400.0,-,-,-,-,-,17.30,1.17,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4405,코스피200 C 202504 405.0,-,-,-,-,-,17.30,0.93,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4410,코스피200 C 202504 410.0,-,-,-,-,-,17.30,0.68,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4415,코스피200 C 202504 415.0,-,-,-,-,-,17.30,0.54,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4420,코스피200 C 202504 420.0,-,-,-,-,-,17.30,0.42,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4425,코스피200 C 202504 425.0,-,-,-,-,-,17.30,0.30,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4430,코스피200 C 202504 430.0,-,-,-,-,-,17.30,0.24,0,0,1,202504,337.49
20241101,코스피200 옵션,CALL,201W4435,코스피200 C 202504 435.0,-,-,-,-,-,17.30,0.17,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4440,코스피200 C 202504 440.0,-,-,-,-,-,17.30,0.13,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4445,코스피200 C 202504 445.0,-,-,-,-,-,17.30,0.10,0,0,9,202504,337.49
20241101,코스피200 옵션,CALL,201W4450,코스피200 C 202504 450.0,-,-,-,-,-,17.30,0.07,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4455,코스피200 C 202504 455.0,-,-,-,-,-,17.30,0.05,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4460,코스피200 C 202504 460.0,-,-,-,-,-,17.30,0.04,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4465,코스피200 C 202504 465.0,-,-,-,-,-,17.30,0.03,0,0,0,202504,337.49
20241101,코스피200 옵션,CALL,201W4470,코스피200 C 202504 470.0,-,-,-,-,-,17.30,0.02,0,0,1,202504,337.49
20241101,코스피200 옵션,CALL,201W6190,코스피200 C 202506 190.0,146.75,-1.25,146.75,146.75,146.75,3.00,146.75,1,36687500,1,202506,337.49
20241101,코스피200 옵션,CALL,201W6195,코스피200 C 202506 195.0,-,-,-,-,-,3.52,141.00,0,0,0,202506,337.49
