상품종류,단축코드,표준코드,한글종목명,ATM구분,행사가,월물구분코드,기초자산 단축코드,기초자산 명,시장분류코드,만기,delta,gamma,theta,vega,rho,otst,date,gamma_exposure
6,301V12205,KR4301VC2057,P 202412 205.0,3,205.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,206,20241103,0.0
6,301V12207,KR4301VC2073,P 202412 207.5,3,207.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,35,20241103,0.0
6,301V12210,KR4301VC2107,P 202412 210.0,3,210.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,650,20241103,0.0
6,301V12212,KR4301VC2123,P 202412 212.5,3,212.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,46,20241103,0.0
6,301V12215,KR4301VC2156,P 202412 215.0,3,215.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,201,20241103,0.0
6,301V12217,KR4301VC2172,P 202412 217.5,3,217.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,264,20241103,0.0
6,301V12220,KR4301VC2206,P 202412 220.0,3,220.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,3243,20241103,0.0
6,301V12222,KR4301VC2222,P 202412 222.5,3,222.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,200,20241103,0.0
6,301V12225,KR4301VC2255,P 202412 225.0,3,225.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,362,20241103,0.0
6,301V12227,KR4301VC2271,P 202412 227.5,3,227.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,600,20241103,0.0
6,301V12230,KR4301VC2305,P 202412 230.0,3,230.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,2644,20241103,0.0
6,301V12232,KR4301VC2321,P 202412 232.5,3,232.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,111,20241103,0.0
6,301V12235,KR4301VC2354,P 202412 235.0,3,235.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0,-0.0,323,20241103,0.0
6,301V12237,KR4301VC2370,P 202412 237.5,3,237.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0001,-0.0,162,20241103,0.0
6,301V12240,KR4301VC2404,P 202412 240.0,3,240.0, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0001,-0.0,6941,20241103,0.0
6,301V12242,KR4301VC2420,P 202412 242.5,3,242.5, ,2001,KOSPI200,P,202412,-0.0,0.0,-0.0,0.0002,-0.0,148,20241103,0.0
6,301V12245,KR4301VC2453,P 202412 245.0,3,245.0, ,2001,KOSPI200,P,202412,-0.0001,0.0,-0.0001,0.0003,-0.0,423,20241103,0.0
6,301V12247,KR4301VC2479,P 202412 247.5,3,247.5, ,2001,KOSPI200,P,202412,-0.0001,0.0,-0.0001,0.0004,-0.0,108,20241103,0.0
6,301V12250,KR4301VC2503,P 202412 250.0,3,250.0, ,2001,KOSPI200,P,202412,-0.0001,0.0,-0.0002,0.0006,-0.0001,6497,20241103,0.0
