date,selected_etf_count,selected_total_trading_value,kospi_trading_value,ratio
20131104,59,659313692580.0,3529047676608.0,0.18682481876065493
20131105,59,596034485985.0,3560407488659.0,0.1674062555714632
20131106,59,503016970490.0,3985662232325.0,0.12620662293216192
20131107,59,677167863980.0,3714065972099.0,0.18232521152479675
20131108,59,714928529500.0,4559407857200.0,0.1568029340413183
20131111,59,488870393225.0,3410525636970.0,0.1433416561733649
20131112,59,476394353575.0,3247240822460.0,0.14670742935970474
20131113,59,832189923060.0,3512885220869.0,0.23689641725730423
20131114,59,799240942975.0,3810479712982.0,0.20974811655657158
20131115,59,766380028700.0,3714811477645.0,0.206303881990223
20131118,59,514954136345.0,3090011851919.0,0.16665118485717018
20131119,59,783442678410.0,4303734709715.0,0.18203786507600064
20131120,59,604795340310.0,4465359912200.0,0.13544156623469766
20131121,59,933358246785.0,3323343307784.0,0.28084918118416174
20131122,59,825496377545.0,3543775961098.0,0.23294259755891256
20131125,59,750488355205.0,3117500707236.0,0.24073398073753405
20131126,59,961582858845.0,3474546498400.0,0.27675060883133984
20131127,59,845393354385.0,4006049355832.0,0.21102919092953204
20131128,59,910303123770.0,4118738587216.0,0.221015027900886
20131129,59,673264072415.0,3429544345715.0,0.19631298054396093
20131202,59,642917596270.0,3273687315007.0,0.19638943320053318
20131203,59,684412973955.0,3753759698791.0,0.18232732749926261
20131204,59,920440330360.0,3645117507630.0,0.25251321210724326
20131205,59,1195275928330.0,3420745661246.0,0.3494197016373977
20131206,59,720303808585.0,3329452615284.0,0.2163430124454733
20131209,59,470793069715.0,3066472613855.0,0.153529194289182
20131210,59,355061224845.0,3073436727741.0,0.11552579613570661
20131211,59,890535629500.0,3519642898305.0,0.2530187451485112
20131212,59,1259585495135.0,4082827616524.0,0.30850812560324903
20131213,59,1164491896400.0,3788318522795.0,0.30739017571860466
20131216,59,704005988205.0,2987690054632.0,0.2356355496493139
20131217,59,559515291770.0,3811258444423.0,0.14680591723941908
20131218,59,533689538109.0,3877243739878.0,0.13764663093525115
20131219,59,702584796355.0,3869647976476.0,0.1815629743651328
20131220,59,498764847280.0,3266872211946.0,0.15267350998798246
20131223,59,714367018625.0,3233607385491.0,0.2209195283973934
20131224,59,666095769210.0,3263759268840.0,0.2040885109295278
20131226,59,709635837715.0,3269851464962.0,0.21702387564667158
20131227,59,605604959715.0,2953686092066.0,0.20503362267972103
20131230,59,423735142230.0,3261548101137.0,0.1299184096295507
20140102,59,1115448439500.0,4309772406557.0,0.2588184094832775
20140103,59,1359282794165.0,3997968057703.0,0.33999341028901686
20140106,59,1041084165555.0,3647066123891.0,0.285457990118447
20140107,59,592663459385.0,3686915636933.0,0.16074776798473572
20140108,59,694910128555.0,4362641115572.0,0.15928656750485148
20140109,59,693802656485.0,4700223279295.0,0.14761057406384862
20140110,59,1060625486360.0,4501003049286.0,0.23564202795380207
20140113,59,620323310895.0,3356427556998.0,0.18481653494998093
20140114,59,861908193640.0,3521774042637.0,0.24473693746536582
20140115,59,398899623565.0,3831057130607.0,0.10412259853243107
20140116,59,380413626210.0,3481407057723.0,0.10927007956915212
20140117,59,563817036700.0,3334538204776.0,0.16908399366738544
20140120,59,724390582110.0,2870463242858.0,0.2523601665732374
20140121,59,488962285020.0,3344664398848.0,0.14619173307444921
20140122,59,396164430525.0,3534708435431.0,0.11207838998938373
20140123,59,680892933135.0,3510340546863.0,0.19396777151535252
20140124,59,1088727782790.0,4517694978277.0,0.24099187484437673
20140127,59,1299388693790.0,4415731147586.0,0.29426354330932314
20140128,59,551154114510.0,4203369442214.0,0.1311219777578475
20140129,59,537318586295.0,4474472844128.0,0.12008533854443683
20140203,59,624167795235.0,3978604514044.0,0.15688108557454306
20140204,59,1129274762850.0,4537323666299.0,0.24888565284370065
20140205,59,849330783465.0,3962750308701.0,0.21432861454836727
20140206,59,462524644555.0,4100991093109.0,0.11278362572700827
20140207,59,439886400385.0,4472645057487.0,0.09835039327537307
20140210,59,343897574080.0,3246751073051.0,0.10592052373046157
20140211,59,484059811415.0,3421272526257.0,0.14148531217551955
20140212,59,641679283460.0,3648992867198.0,0.1758510654345934
20140213,59,672583251610.0,2968183015643.0,0.2265976350061075
20140214,59,781824851815.0,3270026450666.0,0.2390882347926474
20140217,59,564019907515.0,3439628515550.0,0.16397698326001134
20140218,59,674870516535.0,2773013228002.0,0.24337082481977734
20140219,59,644143677985.0,3119310927130.0,0.2065019143755767
20140220,60,702299626290.0,3904854821990.0,0.17985294160874657
20140221,60,764636582730.0,3600764763736.0,0.21235393948274636
20140224,60,635251157895.0,2944616753320.0,0.2157330515690255
20140225,60,676812558990.0,3975946464948.0,0.17022677869452948
20140226,60,673948175395.0,3986950411537.0,0.16903851461126845
20140227,60,597472076710.0,3877559785167.0,0.15408455570318638
20140228,60,720796425430.0,4878448110290.0,0.14775117191666762
20140303,60,696325428985.0,3469132019733.0,0.2007203603161209
20140304,60,515472625250.0,3113421692193.0,0.1655646668559429
20140305,60,536213429365.0,3626530731969.0,0.14785850968754002
20140306,60,373317102030.0,3410648785640.0,0.10945633088982745
20140307,60,535014577170.0,3515860114450.0,0.15217174738298553
20140310,60,670517814370.0,3440603562094.0,0.19488377613662453
20140311,60,500763081630.0,3473789108833.0,0.14415471577036193
20140312,60,1023149403380.0,4312314678677.0,0.23726223145058095
20140313,60,986223745360.0,4479877147924.0,0.2201452657729736
20140314,60,743169827840.0,4059805454578.0,0.18305552720561322
20140317,60,526757065340.0,3314519606861.0,0.15892410600004347
20140318,60,591373360000.0,3630379583947.0,0.1628957375738243
20140319,60,435500075945.0,3439444560366.0,0.1266193038734886
20140320,60,670770057110.0,3338318695099.0,0.20093050375770305
20140321,60,647184795365.0,3505572715649.0,0.1846159951199826
20140324,60,555579610725.0,3312590767373.0,0.16771755092633855
20140325,60,486070652385.0,3784242748643.0,0.1284459493406709
20140326,60,802166198555.0,4037196111872.0,0.1986938896022678
20140327,60,844192228760.0,3995923749784.0,0.21126334775673156
20140328,60,766727927720.0,3446078839989.0,0.22249285733765958
20140331,60,744349963370.0,4468746178897.0,0.16656796639851326
20140401,60,912489467150.0,3928821531496.0,0.2322552602185893
20140402,60,742507546290.0,3990737053146.0,0.18605774732882047
20140403,60,909364297565.0,4246353284459.0,0.21415182314037165
20140404,60,732081523080.0,4084987381198.0,0.17921267675135466
20140407,60,563949718390.0,3728396817468.0,0.15125796582268974
20140408,60,566710314015.0,3764183839029.0,0.15055330404935463
20140409,60,521278929925.0,4788021725225.0,0.10887146296323538
20140410,60,627630896570.0,4238893658698.0,0.14806478933061518
20140411,60,542830245515.0,3558321781878.0,0.1525523206696913
20140414,60,424078900710.0,2950553424130.0,0.1437285958769053
20140415,60,480011136915.0,3499220456894.0,0.13717659199474116
20140416,60,521510575560.0,3310621022263.0,0.1575265099970632
20140417,60,404467722510.0,2909693479359.0,0.1390069866050301
20140418,60,640250162895.0,2819027067985.0,0.22711742294572632
20140421,60,406717602960.0,2224803422001.0,0.1828105795496287
20140422,60,500674328200.0,3146989006128.0,0.15909630673162756
20140423,60,463852438780.0,4199638082593.0,0.11045057446797932
20140424,60,602780872390.0,3606129036069.0,0.16715454892515008
20140425,60,704349026390.0,3799283212291.0,0.18538997674913305
20140428,60,418679993485.0,2847285463170.0,0.1470453169872424
20140429,60,661303649715.0,3042953443270.0,0.2173229600924666
20140430,60,586446879095.0,3929404605394.0,0.14924573516556897
20140502,60,463768939460.0,3311795815967.0,0.14003548685702585
20140507,60,724847478250.0,3640809997302.0,0.19908961983381274
20140508,60,809940532320.0,3990941238532.0,0.2029447400778877
20140509,60,494745958580.0,3484373960814.0,0.1419899138680339
20140512,60,435157352990.0,3790540822432.0,0.11480086177011657
20140513,60,790482716810.0,3754720081717.0,0.2105303989661246
20140514,60,1195929270580.0,3783902901174.0,0.3160570717099926
20140515,60,980896621150.0,3463925439523.0,0.2831748657052718
20140516,60,729681055350.0,4068564134599.0,0.17934608653328205
20140519,60,626151719175.0,4486142201303.0,0.1395746481226418
20140520,60,483756189450.0,3912589926942.0,0.1236409126647458
20140521,60,674121211260.0,3402511592060.0,0.19812458915146952
20140522,60,646967243570.0,3663770089441.0,0.1765851098120382
20140523,60,379429127470.0,3171820328817.0,0.1196250380334489
20140526,60,328172616945.0,2724854916201.0,0.12043673040858231
20140527,60,709162458490.0,2756315964731.0,0.2572863443684367
20140528,60,629754897710.0,3321718692843.0,0.18958706499345493
20140529,60,409728140207.0,3689729836001.0,0.11104556659114946
20140530,60,576199414050.0,5225527777531.0,0.11026626181714556
20140602,60,319285138625.0,3161273473574.0,0.1009988984799945
20140603,60,482465708830.0,4885634253340.0,0.09875190892567708
20140605,60,502342771012.0,5144477703626.0,0.09764699158049261
20140609,60,611150124020.0,4571158353350.0,0.13369699248596695
20140610,60,366870068195.0,3923313162276.0,0.0935102687500405
20140611,60,315404256760.0,3885296142083.0,0.08117894884349904
20140612,60,454123317990.0,4272657166882.0,0.10628592471916007
20140613,60,886601205745.0,3563015638345.0,0.24883449744184147
20140616,60,665002222365.0,4477999456235.0,0.14850431065574954
20140617,60,357580340430.0,3624571774460.0,0.09865450670604349
20140618,60,443058811175.0,3461771365310.0,0.1279861563403175
20140619,60,481246617430.0,4106727427257.0,0.11718494250090473
20140620,60,930124250215.0,4818547264782.0,0.19303001487878538
20140623,60,702702555595.0,3413606290601.0,0.20585342765796288
20140624,60,734821290910.0,3664549106067.0,0.20052161115631809
20140625,60,706220406720.0,3377438830397.0,0.2090993922270348
20140626,60,757414843760.0,3888526438942.0,0.19478197092214689
20140627,60,574129252115.0,3395118807857.0,0.16910431846636628
20140630,60,434005229180.0,2989877070056.0,0.1451582185524006
20140701,60,459574446875.0,3004954923884.0,0.15293888211839976
20140702,60,906495576245.0,3854654534211.0,0.23516908407734868
20140703,60,450632876140.0,3515649244769.0,0.12817913414158283
20140704,60,461596254955.0,3091701487876.0,0.14930168930122578
20140707,60,585434622275.0,3060456528991.0,0.19128996498702486
20140708,60,481489478295.0,3463333353774.0,0.13902487260440008
20140709,60,501721396755.0,3767880041823.0,0.1331574761367015
20140710,60,472076889930.0,3719176735089.0,0.12693048046793162
20140711,60,835681550355.0,3625599919786.0,0.23049469573143797
20140714,60,734554885810.0,3138079560486.0,0.23407784017312747
20140715,60,798213971363.0,4151004849726.0,0.19229415533342212
20140716,60,639131476840.0,3996302755313.0,0.15993069493803697
20140717,60,754684964775.0,3930847094847.0,0.19199041493227417
20140718,60,611764809170.0,3675087897832.0,0.1664626333239243
20140721,60,679149698835.0,3283643565099.0,0.20682808148043438
20140722,60,539880828175.0,3216326859406.0,0.16785633170215375
20140723,60,560196176880.0,4257988934717.0,0.131563558635042
20140724,60,696064049875.0,4637130620408.0,0.15010662990850934
20140725,60,535074846815.0,4013165699937.0,0.1333298664501692
20140728,60,775501013495.0,4671197515735.0,0.16601760274163382
20140729,60,975640482500.0,6010164685474.0,0.16233173857249383
20140730,60,1613308832080.0,6554444635328.0,0.24613966885682087
20140731,60,1038547303960.0,6152483684900.0,0.16880130970666363
20140801,60,928635244315.0,5045081175390.0,0.18406745343264247
20140804,60,577125235685.0,3928489780867.0,0.1469076586366049
20140805,60,642720373755.0,4091101309752.0,0.15710204296895333
20140806,60,589238087430.0,5166630722050.0,0.1140468748647482
20140807,60,666115400895.0,3839026389327.0,0.17351154520502612
20140808,60,1105784029775.0,4575173548708.0,0.24169225888431412
20140811,60,646708011710.0,3639332236502.0,0.17769963545059392
20140812,60,495556052245.0,3787467674537.0,0.13084099847943373
20140813,60,445813681235.0,4259535265170.0,0.10466251679623255
20140814,60,638594686760.0,3896829006586.0,0.16387547046090967
20140818,60,464674907395.0,3681608079434.0,0.12621520199033184
20140819,60,634843623215.0,4354975578447.0,0.14577432451214514
20140820,60,515677360040.0,4570238435681.0,0.1128337979073427
20140821,60,1104044094325.0,4543754699044.0,0.24298056727342465
20140822,60,786204140880.0,3518018945315.0,0.22347922313693055
20140825,60,503166939655.0,3509580221100.0,0.1433695507599178
20140826,60,568833428974.0,3681605155146.0,0.1545069079933538
20140827,60,658488278540.0,4377075844531.0,0.15044022583313416
20140828,60,802608081890.0,3856655748779.0,0.20810985842957389
20140829,60,673333921000.0,4170410214916.0,0.16145508146698279
20140901,60,385051233630.0,3227361064444.0,0.11930838413839992
20140902,60,922408142020.0,4036802001622.0,0.22849972370440103
20140903,60,1007463159525.0,4788979584982.0,0.2103711535301495
20140904,60,615453161795.0,4565257680941.0,0.13481235996040022
20140905,60,624149837635.0,4008852518626.0,0.15569289085469326
20140911,60,732079866305.0,5085206668367.0,0.1439626575767256
20140912,60,662808879465.0,3902826340303.0,0.1698279199923464
20140915,60,607359416040.0,3193376921840.0,0.19019346319132413
20140916,60,500069296365.0,3124074131165.0,0.16006959994208553
20140917,60,612008731725.0,3547677308715.0,0.172509695349568
20140918,60,581153264875.0,5301545502981.0,0.10961959386149266
20140919,60,516060692910.0,5082728622921.0,0.10153221452406097
20140922,60,868419737540.0,3546257625198.0,0.244883431866153
20140923,60,938412801330.0,4684341623316.0,0.20032971051024812
20140924,60,620730946785.0,4454288614269.0,0.1393557985435726
20140925,60,482258709220.0,4767144916464.0,0.10116300588103631
20140926,60,443710302810.0,3923739287444.0,0.11308353341157931
20140929,60,472060510845.0,4482153858899.0,0.1053200148200529
20140930,60,759498344390.0,4735619762359.0,0.16037992543803048
20141001,60,900028944965.0,4441210149965.0,0.202653987218347
20141002,60,1136987242765.0,4729990010963.0,0.24037836023537726
20141006,60,668088038055.0,4815761018940.0,0.13872948334177373
20141007,60,504883771675.0,3867833431409.0,0.13053400065655815
20141008,60,540463368960.0,3830164369948.0,0.14110709535093335
20141010,60,922682445895.0,4426277716926.0,0.20845561550886882
20141013,60,708152302700.0,4026420730193.0,0.17587638007865508
20141014,60,685184156725.0,4173406993147.0,0.1641786094311233
20141015,60,722171961830.0,4086447364757.0,0.17672366663970082
20141016,60,683560405195.0,4714661510826.0,0.14498610422516664
20141017,60,799959478705.0,4649540287696.0,0.17205130598005985
20141020,60,665972843165.0,3613516820095.0,0.1843004685799391
20141021,60,707400316565.0,4370561394629.0,0.16185570975717833
20141022,60,581127987040.0,4413393329178.0,0.13167373576200964
20141023,60,671057132935.0,4410224231618.0,0.15215941360169935
20141024,60,565420867810.0,5303285491870.0,0.10661709023147951
20141027,60,525686552280.0,4067186093848.0,0.1292506760571271
20141028,60,399199507230.0,3836237560635.0,0.10406016335545232
20141029,60,880537104980.0,5453658357441.0,0.1614580612257441
20141030,60,539871548400.0,5001948665490.0,0.10793224491181642
20141031,60,713873222100.0,5484310321407.0,0.13016645307497038
20141103,60,432340152410.0,4531277717828.0,0.09541241551118958
20141104,60,571871222625.0,4971536663296.0,0.11502906673645331
20141105,60,474257836715.0,4070610493994.0,0.11650779100941881
20141106,60,587855528450.0,4810114605519.0,0.12221237468552411
20141107,60,334895622870.0,3698464451673.0,0.09054990990071839
20141110,60,516197773755.0,4569691588532.0,0.11296118430627547
20141111,60,398478965860.0,4487341777871.0,0.08880067210950368
20141112,60,441151002055.0,4453554296662.0,0.09905593884544053
20141113,60,536462980890.0,3955187897172.0,0.1356352706463267
20141114,60,543372987215.0,5229761168045.0,0.10390015332538116
20141117,60,587030331690.0,4295322224331.0,0.13666735602855276
20141118,60,567774334315.0,4162331480296.0,0.13640776497565812
20141119,60,481407557515.0,4862233656541.0,0.09900954818725721
20141120,60,396912694195.0,4897218474131.0,0.08104859856501118
20141121,60,335554767775.0,4312377589109.0,0.07781200992752829
20141124,60,593260385815.0,5522179938960.0,0.1074322807971972
20141125,60,387444265285.0,6179890978353.0,0.062694352803657
20141126,60,378385125455.0,4149141486272.0,0.09119600445223157
20141127,60,625932352175.0,5571154966713.0,0.11235234990138897
20141128,60,371209042415.0,4301527186330.0,0.0862970350611012
20141201,60,541918222260.0,4702647501338.0,0.11523683671927634
20141202,60,409013023335.0,3878547211466.0,0.1054552132628038
20141203,60,282889246790.0,3300716101550.0,0.08570541606324658
20141204,60,700980612290.0,3548271125599.0,0.19755553831069328
20141205,61,422563853715.0,3434291330777.0,0.12304251824186271
20141208,61,386129669130.0,3174101687739.0,0.12165006263710813
20141209,61,309191030750.0,3920050268146.0,0.07887425150194129
20141210,61,595200156620.0,3921968994183.0,0.15176054617025048
20141211,61,1213397697765.0,4483230413809.0,0.2706525397462417
20141212,62,603225768580.0,3800864149090.0,0.15870753200280097
20141215,62,696197372040.0,3750325416142.0,0.18563652344499365
20141216,62,617428937380.0,4372157637462.0,0.1412183614080329
20141217,65,710065069600.0,4126755321677.0,0.17206376783963268
20141218,65,732714120900.0,5321982398831.0,0.13767691547813918
20141219,65,691468817780.0,4492734113730.0,0.15390824390583005
20141222,65,705490115095.0,4210382544374.0,0.1675596237775806
20141223,65,418647832510.0,3699646407764.0,0.11315887692170648
20141224,65,500603502205.0,3040951801735.0,0.1646206631487494
20141226,65,464887620260.0,3406229663906.0,0.13648158407701227
20141229,65,489223882645.0,3436899277735.0,0.14234455045403901
20141230,65,588076231190.0,3695016109806.0,0.15915390182720363
20150102,65,351210212255.0,3696028799879.0,0.095023667636599
20150105,65,602470147330.0,4700135929435.0,0.1281814305745882
20150106,65,1134298990610.0,4755440391286.0,0.23852659212983107
20150107,65,834738732380.0,3762677011518.0,0.2218470333288682
20150108,65,799987194245.0,4395567023635.0,0.18199863406551697
20150109,65,838059384900.0,4406668500725.0,0.1901798115202266
20150112,65,550561915700.0,3581795659019.0,0.15371114605984826
20150113,65,473360089170.0,4873083685257.0,0.09713768934486
20150114,65,527969045445.0,4526792916681.0,0.11663202959858426
20150115,65,537475629625.0,3892782100182.0,0.13806979578946155
20150116,65,894901079005.0,4008277004745.0,0.22326328194024908
20150119,65,732040645740.0,3583090624600.0,0.20430425083700518
20150120,65,801849952440.0,3636919325032.0,0.22047504516283017
20150121,65,646960312005.0,4401215658750.0,0.14699582164731842
20150122,65,877123478900.0,4597898277192.0,0.19076617750570843
20150123,65,811680500755.0,4644549119677.0,0.17475980549247533
20150126,65,508281954480.0,3969674031378.0,0.12804123221763858
20150127,65,577067225475.0,4619118032365.0,0.12493017529139434
20150128,65,621181810490.0,5333256703971.0,0.11647326295535046
20150129,65,652559052045.0,5334660272414.0,0.12232438781892833
20150130,65,532412478720.0,5889622668584.0,0.09039840218626503
20150202,65,406336867055.0,4375859596630.0,0.0928587533676661
20150203,65,401229754320.0,4659075633441.0,0.08611788815792809
20150204,65,590886098720.0,5028816194545.0,0.11750003894772744
20150205,65,588515542475.0,4334613060841.0,0.13577118285174372
20150206,65,439217336300.0,5949733325016.0,0.07382134833729188
20150209,65,312056857090.0,4326855268532.0,0.07212093719877845
20150210,65,546086419930.0,4136831543303.0,0.1320059601687296
20150211,65,376574786295.0,4227731098690.0,0.08907254920060668
20150212,65,542144724910.0,4319339734614.0,0.1255156478119564
20150213,65,515998192500.0,4073754350247.0,0.12666404209392595
20150216,65,422530259100.0,3690780457026.0,0.11448263152462645
20150217,65,408529398875.0,3510746797368.0,0.11636538390671572
20150223,62,456531841495.0,4142517606506.0,0.11020637323978957
20150224,62,391440452140.0,4262649267884.0,0.09183032136592204
20150225,62,664715099130.0,5017453483805.0,0.13248057032825972
20150226,62,541428820830.0,5153504228177.0,0.10506032339504356
20150227,62,612642085900.0,5675034364880.0,0.10795389886823258
20150302,62,541683497520.0,5785659545623.0,0.09362519402473267
20150303,62,626504376010.0,5438365066463.0,0.11520086797289346
20150304,62,416247662430.0,4724947210425.0,0.08809572761185608
20150305,62,358443392805.0,4055523358433.0,0.0883840040175475
20150306,62,440294305440.0,4809474638374.0,0.09154727668734643
20150309,62,449764756415.0,4048388004853.0,0.11109724558907029
20150310,62,478760715115.0,4786369071275.0,0.10002586678663018
20150311,62,734579715640.0,5887013742983.0,0.1247796841846308
20150312,62,576432531630.0,6400259901581.0,0.09006392560521002
20150313,62,426002567550.0,4350272946969.0,0.09792548024987999
20150316,62,297394544080.0,4646945862542.0,0.06399784995931015
20150317,62,1174789620360.0,5386342846572.0,0.21810524391473982
20150318,62,893015232465.0,5388525500302.0,0.16572534219517954
20150319,62,743770920815.0,5799016805094.0,0.1282581075056815
20150320,62,485775362720.0,5195223309507.0,0.09350423144103455
20150323,62,626381511285.0,4686339811831.0,0.13366113778255156
20150324,62,395619668225.0,4664615992026.0,0.08481291255299432
20150325,62,402143168270.0,5109071344966.0,0.07871159768912489
20150326,62,661771694375.0,5154957074274.0,0.12837579146441308
20150327,62,472366671840.0,5110738872310.0,0.09242629757495226
20150330,62,392143591615.0,4465390088653.0,0.08781844000851702
20150331,62,497640294575.0,5367292429963.0,0.09271719420334072
20150401,62,416497176160.0,5386245334740.0,0.07732606858319141
20150402,62,387464347515.0,6006832327505.0,0.06450393924611798
20150403,62,350921288395.0,4527545857289.0,0.0775080583292257
20150406,62,423052776235.0,4769017585579.0,0.08870857962744076
20150407,62,364381682670.0,4861154190654.0,0.07495785329553135
20150408,62,501560272915.0,6518067861794.0,0.07694922537626865
20150409,62,474989487065.0,6045590807251.0,0.07856791870453819
20150410,62,939620003325.0,6414643138667.0,0.1464804795860021
20150413,62,749528666405.0,7020312581359.0,0.10676571131536503
20150414,62,778176930540.0,8051715360762.0,0.09664734726369596
20150415,62,708276371730.0,7378687166477.0,0.0959894837319917
20150416,62,702940794760.0,7320104352655.0,0.09602879424868356
20150417,62,622210937065.0,6344547293364.0,0.09807018661769513
20150420,62,590348956420.0,7095217095092.0,0.0832037904560192
20150421,62,542361338945.0,6925598637662.0,0.07831255712619448
20150422,62,1042044925745.0,8537488466314.0,0.12205520743677156
20150423,62,947276341565.0,8225130770155.0,0.11516854479714841
20150424,62,1056756194305.0,8265327220271.0,0.1278541267807606
20150427,62,389375472585.0,6196420098747.0,0.06283877890457056
20150428,62,465474190935.0,6144217092309.0,0.0757580964249547
20150429,62,666456378786.0,6700508056435.0,0.09946355905742879
20150430,62,512032237890.0,6171206998953.0,0.08297116560453584
20150504,62,313845824705.0,4729117153568.0,0.06636456964662235
20150506,62,632940437510.0,5673932964745.0,0.11155232912386828
20150507,59,803246004260.0,5464314434888.0,0.14699849612085214
20150508,59,458654363995.0,4760652211331.0,0.09634275801608448
20150511,59,474269662455.0,5040356069785.0,0.09409447584428897
20150512,59,362876955888.0,5016008823700.0,0.07234376346657383
20150513,59,402325703030.0,5001953673601.0,0.08043371236190562
20150514,59,389949272420.0,5117207576431.0,0.07620352831025283
20150515,59,780695616450.0,6152414263960.0,0.1268925633020533
20150518,59,477923786115.0,5853343045851.0,0.08164971408155629
20150519,59,485625909045.0,5758116845888.0,0.08433762670026336
20150520,59,494387510760.0,6080979345666.0,0.08130063969257796
20150521,59,653798431300.0,5683597036021.0,0.11503250972164529
20150522,59,625078404150.0,6084899443714.0,0.10272616826819327
20150526,59,479201207185.0,6664711359293.0,0.07190126944009684
20150527,59,983524332845.0,8038776317202.0,0.1223475183331545
20150528,59,749223141485.0,6847486051556.0,0.1094157966652227
20150529,59,542681630535.0,7898247505102.0,0.06870911935647067
20150601,59,556169287260.0,5897427920597.0,0.09430709365985751
20150602,59,676368681485.0,7029219836441.0,0.0962224396480756
20150603,59,694211605680.0,6612353530743.0,0.10498706738113481
20150604,59,738712780140.0,7425341525158.0,0.0994853607254491
20150605,59,455823311550.0,6196818875189.0,0.07355763025042387
20150608,59,441643678880.0,5600602301830.0,0.07885646133732664
20150609,59,477806376015.0,5606086223287.0,0.0852299370691536
20150610,59,556768238515.0,6260203458082.0,0.08893772259050228
20150611,59,704979848840.0,7628902975206.0,0.09240907259289974
20150612,59,622771408155.0,6152211188736.0,0.10122724806573996
20150615,59,456639630340.0,4968901572722.0,0.09189951212695274
20150616,59,801308568510.0,6360420404603.0,0.12598358560231296
20150617,59,558455298430.0,5112641599118.0,0.10923028489349637
20150618,59,667699606880.0,5324238545137.0,0.12540753033874802
20150619,59,521091810805.0,5649938776092.0,0.09222963848918615
20150622,59,432403957850.0,4320380617291.0,0.10008469071438651
20150623,59,598582380405.0,5293353590326.0,0.11308188092685781
20150624,59,401766435285.0,5340099376618.0,0.07523576003925368
20150625,59,348140385240.0,5935775249866.0,0.05865120739668492
20150626,60,429959436650.0,6345469260892.0,0.06775849333947595
20150629,60,674796447450.0,6207217715949.0,0.10871158034559655
20150630,60,427563337205.0,5653578122024.0,0.07562703264670391
20150701,60,499496792715.0,5887524160763.0,0.08483987140874293
20150702,60,351835188150.0,7123089916865.0,0.04939361881660045
20150703,60,327119925595.0,5993989350906.0,0.0545746591200659
20150706,60,734495220680.0,6359279925737.0,0.1154997467099039
20150707,60,736637742065.0,8282446305802.0,0.0889396338795426
20150708,60,704931631065.0,7561889921719.0,0.09322162030424691
20150709,60,1022045465480.0,7076332081004.0,0.14443152946759258
20150710,60,526868678220.0,6694045432071.0,0.07870706638705881
20150713,60,518499815270.0,6234781842386.0,0.08316246315870683
20150714,60,468776839880.0,6807343177148.0,0.0688634064246484
20150715,60,603646627515.0,7571105742971.0,0.07973031258682714
20150716,60,428479973450.0,7511196817249.0,0.057045499389128264
20150717,60,460378005325.0,8471374396024.0,0.054345137377126936
20150720,60,354672065720.0,6032626720561.0,0.05879231090350266
20150721,60,485324674000.0,6566886836313.0,0.07390483285265308
20150722,60,560148468330.0,6842551830871.0,0.08186251009496522
20150723,60,520206783435.0,6236606047210.0,0.08341183962833744
20150724,60,534723565015.0,6152505149489.0,0.08691151848274549
20150727,60,680404909370.0,6377311249084.0,0.10669150097821074
20150728,60,437757232140.0,6616941918038.0,0.06615703108208634
20150729,60,379865998580.0,6702194163514.0,0.05667785643214401
20150730,60,444887264505.0,6809942047637.0,0.0653290823024511
20150731,60,667983473850.0,6285953247689.0,0.10626605823000368
20150803,60,559831103015.0,5118527666738.0,0.10937346429774722
20150804,60,411541936450.0,5020051216274.0,0.08197962903562886
20150805,60,399503205275.0,5064870699619.0,0.07887727623630199
20150806,60,549295497120.0,5884336758138.0,0.09334875274776343
20150807,60,497113870620.0,4744990401183.0,0.10476604346682382
20150810,60,425337467205.0,4491920660106.0,0.09468944342284151
20150811,60,630281909750.0,5080634835921.0,0.12405573911626039
20150812,60,761423428800.0,6860221501616.0,0.11099108514508436
20150813,60,669954594860.0,5178550670942.0,0.12937106102278081
20150817,60,400432516125.0,4622504448873.0,0.0866267454264167
20150818,60,522560852855.0,5607258273766.0,0.09319364782960723
20150819,60,733815103285.0,7253388447413.0,0.1011685929417889
20150820,60,596944897710.0,5157649044381.0,0.11573972803759137
20150821,60,1072390431755.0,6834430323792.0,0.1569099955590735
20150824,61,1500832671295.0,6235256290221.0,0.24070103961064365
20150825,61,1536086350205.0,6679761286279.0,0.22996126423863358
20150826,61,1226088395860.0,6849270653942.0,0.17901006659071683
20150827,61,986134918260.0,6719363060846.0,0.146760177911244
20150828,61,773503597430.0,6519469135162.0,0.11864518128603418
20150831,61,523287021370.0,6024472441695.0,0.0868602232700681
20150901,62,635554671210.0,4831116174697.0,0.13155441687341765
20150902,62,719964366150.0,5014263927355.0,0.1435832609891713
20150903,62,483626709015.0,4624097354978.0,0.10458834922546759
20150904,62,558550531900.0,4688499063888.0,0.119132055757907
20150907,62,546253456345.0,3785321542274.0,0.14430833688618241
20150908,62,438713942675.0,4759166289015.0,0.09218294046325501
20150909,62,798935515205.0,5303536241560.0,0.15064203935184167
20150910,62,1004861124950.0,5498232155919.0,0.18276076681633732
20150911,62,507985395335.0,4679790476918.0,0.10854874760750982
20150914,62,555784331245.0,4136992048231.0,0.13434503251768548
20150915,62,486377239940.0,4067672524483.0,0.1195713856050441
20150916,62,922157364000.0,5959319446529.0,0.15474205943719122
20150917,62,803266276385.0,5676960364646.0,0.14149584016605857
20150918,62,785269549230.0,6807801237254.0,0.11534848357980952
20150921,62,562075182100.0,3858231759393.0,0.14568206814730825
